benchmark,model_id,doc_id,strict_exact_match,entity_precision,entity_recall,entity_f1,null_field_accuracy,hallucination_rate,schema_valid
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,1,0.0,0.0,0.0,0.0,0.475,0.025,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,2,0.0,0.25,0.14285714285714285,0.18181818181818182,0.6666666666666666,0.1111111111111111,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,3,0.0,0.3333333333333333,0.14285714285714285,0.2,0.7241379310344828,0.06896551724137931,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,4,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,5,0.0,0.14285714285714285,0.09090909090909091,0.1111111111111111,0.5882352941176471,0.14705882352941177,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,6,0.0,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.6764705882352942,0.17647058823529413,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,8,0.0,0.2,0.08333333333333333,0.11764705882352941,0.5238095238095238,0.07142857142857142,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,9,0.0,0.16666666666666666,0.25,0.2,0.7647058823529411,0.14705882352941177,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,10,0.0,0.6666666666666666,0.09523809523809523,0.16666666666666666,0.4444444444444444,0.027777777777777776,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,12,0.0,0.14285714285714285,0.05263157894736842,0.07692307692307693,0.4634146341463415,0.12195121951219512,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,13,0.0,0.5714285714285714,0.16666666666666666,0.25806451612903225,0.5952380952380952,0.0,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,14,0.0,0.16666666666666666,0.2,0.1818181818181818,0.7352941176470589,0.14705882352941177,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,15,0.0,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.6585365853658537,0.024390243902439025,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,17,0.0,0.0,0.0,0.0,0.6296296296296297,0.07407407407407407,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,18,0.0,0.3333333333333333,0.125,0.18181818181818182,0.6666666666666666,0.07407407407407407,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,19,0.0,0.3333333333333333,0.14285714285714285,0.2,0.7037037037037037,0.07407407407407407,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,20,0.0,0.0,0.0,0.0,0.6176470588235294,0.058823529411764705,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,21,0.0,0.3333333333333333,0.15789473684210525,0.21428571428571427,0.5121951219512195,0.12195121951219512,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,22,0.0,0.6666666666666666,0.07692307692307693,0.13793103448275862,0.43902439024390244,0.0,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,23,0.0,0.16666666666666666,0.05,0.07692307692307691,0.4146341463414634,0.12195121951219512,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,24,0.0,0.0,0.0,0.0,0.7142857142857143,0.11428571428571428,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,25,0.0,0.14285714285714285,0.2,0.16666666666666666,0.7058823529411765,0.17647058823529413,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,26,0.0,0.4,0.2222222222222222,0.2857142857142857,0.5348837209302325,0.13953488372093023,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,28,0.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,29,0.0,0.375,0.25,0.3,0.696969696969697,0.09090909090909091,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,30,0.0,0.14285714285714285,0.045454545454545456,0.06896551724137931,0.4,0.08571428571428572,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,31,0.0,0.25,0.1111111111111111,0.15384615384615383,0.5121951219512195,0.12195121951219512,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,34,0.0,0.0,0.0,0.0,0.6666666666666666,0.12121212121212122,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,35,0.0,0.2857142857142857,0.125,0.17391304347826086,0.5853658536585366,0.0975609756097561,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,36,0.0,0.0,0.0,0.0,0.6206896551724138,0.10344827586206896,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,37,0.0,0.5833333333333334,0.4666666666666667,0.5185185185185186,0.6285714285714286,0.14285714285714285,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,38,0.0,0.14285714285714285,0.09090909090909091,0.1111111111111111,0.5882352941176471,0.14705882352941177,1.0
ru-bank-ie,LiquidAI/LFM2-1.2B-Extract,39,0.0,0.0,0.0,0.0,0.29411764705882354,0.08823529411764706,1.0
